Date,Open,High,Low,Close,Adj Close,Volume
2021-07-26,38.299999,38.419998,36.759998,37.189999,37.189999,6039600
2021-07-27,36.660000,38.060001,36.619999,37.540001,37.540001,3851600
2021-07-28,38.270000,38.950001,37.689999,38.389999,38.389999,3119000
2021-07-29,38.020000,38.590000,36.900002,37.570000,37.570000,3684900
2021-07-30,37.250000,37.340000,35.750000,36.320000,36.320000,4890500
2021-08-02,36.520000,37.910000,36.020000,36.740002,36.740002,4999000
2021-08-03,36.500000,38.029999,36.235001,38.029999,38.029999,4856200
2021-08-04,37.939999,40.119999,37.880001,39.369999,39.369999,5069500
2021-08-05,38.720001,40.110001,38.459999,40.060001,40.060001,3621900
2021-08-06,39.700001,40.380001,38.709999,38.799999,38.799999,3807400
2021-08-09,38.400002,39.860001,38.320999,39.490002,39.490002,3379600
2021-08-10,39.730000,39.840000,36.340000,36.700001,36.700001,7948400
2021-08-11,36.299999,37.549999,36.160000,37.200001,37.200001,8563000
2021-08-12,34.250000,35.055000,33.889999,34.130001,34.130001,21287700
2021-08-13,34.650002,36.491001,33.009998,33.869999,33.869999,41979600
2021-08-16,33.790001,33.849998,32.459999,33.220001,33.220001,15174000
2021-08-17,33.029999,33.950001,32.220001,33.630001,33.630001,8512800
2021-08-18,33.000000,33.639999,32.369999,32.369999,32.369999,13769200
2021-08-19,32.290001,32.779999,31.610001,31.730000,31.730000,8626000
2021-08-20,31.799999,32.130001,30.709999,31.290001,31.290001,17175700
2021-08-23,31.799999,31.820000,30.180000,30.549999,30.549999,14470400
2021-08-24,30.700001,32.099998,30.430000,31.780001,31.780001,14771200
2021-08-25,32.000000,32.000000,30.750000,30.860001,30.860001,9521500
2021-08-26,30.920000,31.639999,30.559999,30.930000,30.930000,10263200
2021-08-27,30.750000,30.910000,29.940001,29.990000,29.990000,9171700
2021-08-30,29.990000,30.200001,28.959999,30.090000,30.090000,11457800
2021-08-31,30.000000,30.379999,29.700001,29.959999,29.959999,6680600
2021-09-01,30.000000,31.500000,29.549999,31.290001,31.290001,12248700
2021-09-02,31.379999,31.430000,29.830000,29.850000,29.850000,10261500
2021-09-03,30.000000,30.031000,29.205000,29.650000,29.650000,11333500
