Date,Open,High,Low,Close,Adj Close,Volume
2021-07-22,79000.000000,79800.000000,78900.000000,79700.000000,78560.226563,12618790
2021-07-23,79700.000000,79900.000000,79200.000000,79300.000000,78165.945313,9098910
2021-07-26,79400.000000,79500.000000,78800.000000,78800.000000,77673.101563,10040975
2021-07-27,79200.000000,79400.000000,78500.000000,78500.000000,77377.390625,11427693
2021-07-28,78300.000000,79200.000000,78100.000000,79200.000000,78067.382813,12743417
2021-07-29,78800.000000,79400.000000,78800.000000,79000.000000,77870.242188,14360453
2021-07-30,78900.000000,78900.000000,78500.000000,78500.000000,77377.390625,13823411
2021-08-02,79200.000000,79500.000000,78700.000000,79300.000000,78165.945313,11739124
2021-08-03,79400.000000,81400.000000,79300.000000,81400.000000,80235.921875,24339360
2021-08-04,82200.000000,83100.000000,81800.000000,82900.000000,81714.468750,25642368
2021-08-05,83300.000000,83300.000000,82000.000000,82100.000000,80925.914063,18485469
2021-08-06,81900.000000,82500.000000,81300.000000,81500.000000,80334.492188,13342623
2021-08-09,81500.000000,82300.000000,80900.000000,81500.000000,80334.492188,15522581
2021-08-10,82300.000000,82400.000000,80100.000000,80200.000000,79053.070313,20362639
2021-08-11,79600.000000,79800.000000,78500.000000,78500.000000,77377.390625,30241137
2021-08-12,77100.000000,78200.000000,76900.000000,77000.000000,75898.843750,42365223
2021-08-13,75800.000000,76000.000000,74100.000000,74400.000000,73336.023438,61270643
2021-08-17,74000.000000,75100.000000,74000.000000,74200.000000,73138.882813,30944847
2021-08-18,73900.000000,74600.000000,73100.000000,73900.000000,72843.179688,29192631
2021-08-19,73500.000000,74400.000000,73100.000000,73100.000000,72054.617188,22166298
2021-08-20,73500.000000,73900.000000,72500.000000,72700.000000,71660.335938,22364803
2021-08-23,73300.000000,74000.000000,73000.000000,73300.000000,72251.757813,19384648
2021-08-24,73900.000000,75700.000000,73900.000000,75600.000000,74518.859375,21016913
2021-08-25,76200.000000,76600.000000,74900.000000,75700.000000,74617.429688,22319664
2021-08-26,76100.000000,76200.000000,74600.000000,74600.000000,73533.164063,16671494
2021-08-27,74300.000000,75000.000000,73800.000000,74300.000000,73237.453125,15172748
2021-08-30,75400.000000,75500.000000,74200.000000,74600.000000,73533.164063,12686999
2021-08-31,74900.000000,76700.000000,74300.000000,76700.000000,75603.132813,24630370
2021-09-01,76700.000000,77100.000000,75900.000000,76800.000000,75701.703125,16114775
2021-09-02,76800.000000,76800.000000,75700.000000,76000.000000,74913.140625,15347486
2021-09-03,76400.000000,76700.000000,76000.000000,76600.000000,75504.562500,12096419
2021-09-06,76800.000000,77600.000000,76600.000000,77300.000000,76194.554688,12861180
2021-09-07,77100.000000,77100.000000,75900.000000,76100.000000,75011.703125,13239401
2021-09-08,76000.000000,76400.000000,75600.000000,76300.000000,75208.843750,11798147
2021-09-09,76400.000000,76600.000000,75000.000000,75300.000000,74223.156250,17600770
2021-09-10,75300.000000,75600.000000,74800.000000,75300.000000,74223.156250,10103212
2021-09-13,75200.000000,76300.000000,75100.000000,76300.000000,75208.843750,11397775
2021-09-14,77100.000000,77700.000000,76600.000000,76600.000000,75504.562500,18167057
2021-09-15,77400.000000,77400.000000,76400.000000,77000.000000,75898.843750,12829128
2021-09-16,77300.000000,77400.000000,76100.000000,76100.000000,75011.703125,13067622
2021-09-17,76300.000000,77200.000000,75900.000000,77200.000000,76095.984375,16289502
